职位名称,工作地点,工资,工作经验,学历要求,公司名称,公司类型,公司规模,技术需求,标签
java高级开发工程师,厦门市前埔医院,10k-20k,5-10年,大专,南方科宇,电商不需要融资,100-499人,J2EEMySQLJavascript,后端开发_Java
JAVA工程师,厦门市思明区,10k-20k,3-5年,本科,谷沃科技,"金融,数据服务未融资",100-499人,HTMLVueReact,后端开发_Java
java开发工程师,厦门市集美区,8k-11k,3-5年,大专,海实科技,"移动互联网,电商不需要融资",100-499人,全栈,后端开发_Java
java开发工程师,厦门市禾山,15k-25k,3-5年,本科,安励网络,企业服务未融资,20-99人,电商平台,后端开发_Java
java开发工程师,厦门市湖里区,11k-20k,3-5年,本科,朗新科技,软件服务｜咨询上市公司,1000-9999人,软件服务｜咨询IT技术服务｜咨询,后端开发_Java
高级java工程师,厦门市思明区,15k-30k,经验不限,本科,万里目成长,教育上市公司,1000-9999人,音频｜视频媒体物联网,后端开发_Java
高级java开发工程师,厦门市思明区,15k-25k,5-10年,本科,华院计算,数据服务｜咨询C轮,100-499人,人工智能服务,后端开发_Java
中级java开发工程师,厦门市思明区,15k-25k,3-5年,本科,猎猫猫企业管理,专业服务｜咨询不需要融资,20-99人,科技金融,后端开发_Java
java开发工程师,厦门市思明区,7k-14k,经验不限,本科,润泽致远,IT技术服务｜咨询不需要融资,100-499人,金融科技银行,后端开发_Java
java高级开发工程师,厦门市思明区,18k-25k,3-5年,本科,上海玄朔,专业服务｜咨询未融资,20-99人,PHPC++Shell,后端开发_Java
JAVA开发（建行）,厦门市集美区,18k-25k,3-5年,本科,添才翰格企业管理咨询,专业服务｜咨询未融资,20-99人,科技金融,后端开发_Java
java开发工程师,厦门市湖里区,8k-13k,1-3年,大专,思凯文化传媒,其他未融资,1000-9999人,软件服务｜咨询数据服务｜咨询,后端开发_Java
高级java工程师,厦门市思明区,15k-30k,5-10年,本科,易联众易惠,"医疗丨健康,金融不需要融资",20-99人,金融医疗健康系统架构架构师分布式,后端开发_Java
java开发工程师,厦门市思明区,8k-15k,3-5年,本科,易联众民生（厦门）科技有限公司,IT技术服务｜咨询上市公司,100-499人,医疗健康移动互联网,后端开发_Java
JAVA研发工程师,厦门市思明区,15k-25k,3-5年,本科,万里目成长,教育上市公司,1000-9999人,在线教育教育｜培训PHPGolang架构师,后端开发_Java
java资深开发工程师（厦门）,厦门市湖里区,12k-18k,3-5年,本科,亚信,"软件服务｜咨询,IT技术服务｜咨询上市公司",1000-9999人,软件服务｜咨询IT技术服务｜咨询专业服务｜咨询,后端开发_Java
高级 Java 研发工程师（监控方向）,厦门市思明区,15k-25k,1-3年,本科,美图公司,"工具类产品,智能硬件上市公司",1000-9999人,节日礼物与大牛共事福利健全五险一金,后端开发_Java
JAVA软件工程师,厦门市湖里区,20k-35k,1-3年,大专,华望商贸,"软件服务｜咨询,IT技术服务｜咨询,专业服务｜咨询不需要融资",20-99人,IT技术服务｜咨询,后端开发_Java
JAVA开发工程师,厦门市湖里区,12k-20k,1-3年,本科,厦门航空,消费生活不需要融资,1000-9999人,绩效奖金交通补助带薪年假午餐补助,后端开发_Java
【欢乐逛】Java开发工程师,厦门市湖里区,30k-50k,3-5年,本科,北京如秄,"工具类产品,IT技术服务｜咨询,专业服务｜咨询不需要融资",20-99人,电商平台IT技术服务｜咨询,后端开发_Java
java开发工程师,厦门市思明区,7k-10k,3-5年,本科,幼之幼教育,"教育,移动互联网未融资",0-20人,游戏教育｜培训,后端开发_Java
Java开发工程师,厦门市湖里区,9k-16k,3-5年,本科,点五,专业服务｜咨询未融资,20-99人,电商平台IT技术服务｜咨询,后端开发_Java
java开发工程师,厦门市湖里区,9k-14k,3-5年,本科,牧云数据,IT技术服务｜咨询不需要融资,20-99人,云计算大数据后端Linux/Unix,后端开发_Java
java开发工程师,厦门市湖里区,16k-30k,5-10年,本科,尚聘,其他未融资,20-99人,GolangMySQL,后端开发_Java
java开发,厦门市湖里区,10k-15k,3-5年,大专,嘉驰英才,"工具类产品,专业服务｜咨询A轮",1000-9999人,软件服务｜咨询,后端开发_Java
Java开发工程师,厦门市思明区,15k-21k,5-10年,本科,建信金科,科技金融不需要融资,1000-9999人,科技金融数据服务｜咨询PythonShell,后端开发_Java
java开发工程师,厦门市湖里区,9k-15k,3-5年,本科,亚信,"软件服务｜咨询,IT技术服务｜咨询上市公司",1000-9999人,通信/网络设备MySQL后端,后端开发_Java
高级java工程师,厦门市湖里区,35k-60k,5-10年,本科,华望商贸,"软件服务｜咨询,IT技术服务｜咨询,专业服务｜咨询不需要融资",20-99人,IT技术服务｜咨询,后端开发_Java
JAVA工程师,厦门市湖里区,7k-14k,3-5年,大专,点五,专业服务｜咨询未融资,20-99人,电商平台医疗｜保健｜美容,后端开发_Java
欢乐逛---Java开发工程师,厦门市湖里区,25k-50k,1-3年,本科,北京如秄,"工具类产品,IT技术服务｜咨询,专业服务｜咨询不需要融资",20-99人,弹性工作领导好扁平管理管理规范,后端开发_Java
java高级开发工程师,厦门市思明区,15k-30k,经验不限,本科,万里目成长,教育上市公司,1000-9999人,教育｜培训,后端开发_Java
java开发工程师,厦门市禾山,10k-15k,1-3年,本科,泓喆信息,"软件服务｜咨询,IT技术服务｜咨询不需要融资",0-20人,IT技术服务｜咨询,后端开发_Java
Java开发工程师(J12193),厦门市湖里区,10k-15k,1-3年,本科,朗新科技,软件服务｜咨询上市公司,1000-9999人,全栈后端,后端开发_Java
java开发工程师,厦门市湖里区,5k-10k,1-3年,本科,屹嘉智创,"在线医疗,医疗｜保健｜美容,人工智能服务未融资",20-99人,医疗｜保健｜美容人工智能服务,后端开发_Java
Java开发工程师,厦门市思明区,15k-30k,3-5年,本科,趣店,"移动互联网,金融上市公司",1000-9999人,科技金融,后端开发_Java
Java开发工程师（后端开发，中级工程师）,厦门市后溪,8k-12k,1-3年,本科,厦门物通博联网络科技有限公司,"企业服务,其他未融资",0-20人,通信/网络设备MySQL物联网redisssm,后端开发_Java
Java高级开发/技术专家,厦门市思明区,40k-60k,3-5年,本科,阿里巴巴,电商上市公司,1000-9999人,电商平台,后端开发_Java
JAVA工程师,厦门市前埔医院,6k-12k,经验不限,本科,智业软件,医疗丨健康不需要融资,1000-9999人,软件服务｜咨询,后端开发_Java
中级java开发工程师,厦门市集美区,10k-15k,3-5年,大专,临下集团,"社交平台,软件服务｜咨询,IT技术服务｜咨询未融资",20-99人,社交平台电商平台.NET,后端开发_Java
java（XM-GD-03）,厦门市湖里区,20k-40k,5-10年,本科,北京如秄,"工具类产品,IT技术服务｜咨询,专业服务｜咨询不需要融资",20-99人,弹性工作领导好扁平管理管理规范,后端开发_Java
中高级java开发工程师,厦门市思明区,15k-20k,3-5年,本科,正观易知,软件服务｜咨询未融资,20-99人,分布式MySQL中间件,后端开发_Java
高级java架构师,厦门市思明区,15k-25k,3-5年,大专,职行力,软件服务｜咨询B轮,20-99人,后端服务器端,后端开发_Java
java架构师,厦门市思明区,25k-40k,5-10年,本科,华港航电,"物联网,区块链,软件服务｜咨询不需要融资",20-99人,软件服务｜咨询物联网PythonGolang,后端开发_Java
高级JAVA开发工程师/设计工程师,厦门市思明区,15k-25k,3-5年,本科,肆壹人力资源管理,"工具类产品,IT技术服务｜咨询,专业服务｜咨询不需要融资",20-99人,HTMLJavascriptCSS大型金融软件,后端开发_Java
java开发工程师,厦门市前埔医院,9k-10k,经验不限,本科,厦门市云客网络科技有限公司,"移动互联网,电商天使轮",20-99人,年终分红绩效奖金股票期权专项奖金,后端开发_Java
Java开发工程师,厦门市思明区,15k-30k,1-3年,本科,建信金科,科技金融不需要融资,1000-9999人,C++金融ORACLEMYSQL,后端开发_Java
Java开发工程师,厦门市思明区,12k-15k,3-5年,本科,厦门世纪领航管理咨询有限公司,"企业服务,教育C轮",20-99人,新零售IT技术服务｜咨询专业服务｜咨询软件服务｜咨询数据库,后端开发_Java
java开发工程师,厦门市前埔医院,10k-18k,3-5年,本科,安全狗（服云信息科技）,信息安全B轮,20-99人,MySQL,后端开发_Java
Java开发工程师,厦门市思明区,12k-16k,3-5年,本科,青叶软件,移动互联网不需要融资,20-99人,企业服务工具软件后端服务器端软件开发,后端开发_Java
Java开发工程师,厦门市集美区,6k-10k,1-3年,大专,亲禾教育,移动互联网未融资,20-99人,教育平台,后端开发_Java
Java开发工程师(厦门),厦门市集美区,16k-22k,3-5年,大专,北京如秄,"工具类产品,IT技术服务｜咨询,专业服务｜咨询不需要融资",20-99人,vue,后端开发_Java
初级JAVA开发工程师/设计工程师,厦门市思明区,10k-15k,3-5年,大专,肆壹人力资源管理,"工具类产品,IT技术服务｜咨询,专业服务｜咨询不需要融资",20-99人,HTMLJavascriptCSS,后端开发_Java
IT技术经理（java）,厦门市思明区,30k-50k,5-10年,本科,锦行人力资源,批发｜零售未融资,0-20人,批发｜零售,后端开发_Java
java开发工程师,厦门市湖里区,8k-12k,1-3年,大专,嘉驰英才,"工具类产品,专业服务｜咨询A轮",1000-9999人,软件服务｜咨询,后端开发_Java
Java技术开发主管,厦门市松柏,15k-25k,5-10年,本科,掌讯,"金融,数据服务未融资",20-99人,金融科技,后端开发_Java
java开发工程师,厦门市思明区,11k-16k,经验不限,本科,智通阿匹欧,企业服务、人工智能上市公司,1000-9999人,MySQL,后端开发_Java
Java开发工程师,厦门市思明区,15k-30k,5-10年,本科,建信金科,科技金融不需要融资,1000-9999人,科技金融,后端开发_Java
java开发,厦门市思明区,20k-30k,5-10年,本科,沃米无忧,软件开发、社交未融资,20-99人,电商平台软件服务｜咨询架构师软件开发分布式,后端开发_Java
java开发工程师,厦门市湖里区,6k-12k,经验不限,学历不限,澳林匹亚石材,制造业未融资,20-99人,Jfinal,后端开发_Java
Java导师(J13206),厦门市思明区,20k-30k,5-10年,本科,传智教育,教育｜培训上市公司,1000-9999人,教育｜培训分布式架构师,后端开发_Java
中级Java开发工程师,厦门市思明区,15k-20k,1-3年,本科,万里目成长,教育上市公司,1000-9999人,五险一金带薪年假定期培训团建活动,后端开发_Java
Java开发工程师,厦门市思明区,20k-25k,经验不限,本科,建信金科,科技金融不需要融资,1000-9999人,科技金融C++ShellPython,后端开发_Java
Java开发工程师,厦门市思明区,7k-12k,经验不限,本科,易联众易惠,"医疗丨健康,金融不需要融资",20-99人,springcloudspringbootdubbo,后端开发_Java
高级java开发工程师,厦门市思明区,15k-20k,3-5年,本科,万里目成长,教育上市公司,1000-9999人,物联网教育｜培训MySQL,后端开发_Java
高级java开发工程师,厦门市莲前,15k-25k,3-5年,学历不限,醉品春秋,电商B轮,100-499人,新零售,后端开发_Java
中级java工程师,厦门市思明区,10k-15k,3-5年,本科,绩牛信息,金融未融资,20-99人,软件服务｜咨询数据服务｜咨询,后端开发_Java
厦门海沧区诚聘JAVA工程师,厦门市海沧区,10k-15k,1-3年,大专,爱陪共享,医疗丨健康未融资,20-99人,Scala开发工程师,后端开发_Java
JAVA架构师,厦门市思明区,20k-35k,5-10年,本科,唯你网,"企业服务,移动互联网A轮",1000-9999人,软件服务｜咨询IT技术服务｜咨询docker分布式,后端开发_Java
java开发工程师,厦门市禾山,6k-12k,3-5年,本科,九九网智,"移动互联网,教育未融资",20-99人,教育移动互联网MySQLJavascript软件开发,后端开发_Java
java开发工程师,厦门市思明区,6k-12k,1-3年,本科,致创能源,硬件A轮,20-99人,技能培训年底双薪节日礼物绩效奖金,后端开发_Java
Java开发工程师,厦门市思明区,10k-15k,1-3年,本科,用友烟草软件,移动互联网不需要融资,100-499人,后端软件开发,后端开发_Java
Java,厦门市思明区,13k-26k,经验不限,本科,建信金科,科技金融不需要融资,1000-9999人,科技金融,后端开发_Java
Java开发工程师,厦门市思明区,15k-25k,3-5年,本科,建信金科,科技金融不需要融资,1000-9999人,科技金融,后端开发_Java
node.js后端开发工程师,厦门市思明区,10k-15k,1-3年,大专,天赟科技,游戏不需要融资,20-99人,游戏新媒体,后端开发_Node.js
NodeJS服务端开发工程师,厦门市思明区,12k-20k,1-3年,大专,赛德沃克科技,软件开发A轮,20-99人,IT技术服务｜咨询内容社区Linux/Unix服务器端Node.js,后端开发_Node.js
Node.js高级研发工程师,厦门市湖里区,8k-15k,3-5年,本科,拼拼侠,"移动互联网,电商天使轮",0-20人,电商平台全栈后端,后端开发_Node.js
php开发工程师,厦门市思明区,10k-20k,3-5年,本科,速盟科技,移动互联网未融资,20-99人,工具类产品,后端开发_PHP
PHP开发工程师,厦门市厦禾路,4k-7k,1-3年,大专,厦门侠网旅游服务有限公司,"旅游,移动互联网A轮",20-99人,后端JS,后端开发_PHP
PHP开发工程师,厦门市集美区,7k-13k,1-3年,本科,文杉科技,移动互联网未融资,20-99人,新零售,后端开发_PHP
php开发工程师,厦门市思明区,7k-12k,1-3年,本科,众联世纪,移动互联网A轮,100-499人,工具类产品,后端开发_PHP
php开发工程师,厦门市侨英,10k-17k,3-5年,学历不限,好食亿点,消费生活、软件开发未融资,100-499人,电商平台生活服务,后端开发_PHP
php开发工程师,厦门市海沧区,9k-10k,3-5年,大专,造百克自行车,电商不需要融资,20-99人,电商平台,后端开发_PHP
php高级开发工程师,厦门市后溪,10k-16k,3-5年,学历不限,魔眼文明,"电商平台,贸易｜进出口不需要融资",20-99人,电商平台,后端开发_PHP
php开发工程师,厦门市海沧区,10k-15k,1-3年,本科,赛客呼吸,医疗｜保健｜美容未融资,20-99人,MySQL,后端开发_PHP
php中高级开发工程师,厦门市集美区,10k-15k,3-5年,大专,宇兽科技,"人工智能服务,IT技术服务｜咨询,电商平台未融资",20-99人,电商平台,后端开发_PHP
高级PHP软件开发工程师,厦门市思明区,12k-15k,5-10年,本科,三五互联,移动互联网上市公司,1000-9999人,Java,后端开发_PHP
PHP研发人员,厦门市思明区,8k-15k,经验不限,本科,林讯科技,"社交媒体,文化传媒未融资",20-99人,信息安全后端MySQL,后端开发_PHP
PHP后端中级开发工程师,厦门市海沧区,7k-12k,1-3年,大专,千匠网络,"电商,移动互联网未融资",100-499人,电商平台软件服务｜咨询,后端开发_PHP
高级php工程师,厦门市思明区,12k-18k,3-5年,大专,店查查,"电商,移动互联网不需要融资",20-99人,后端,后端开发_PHP
中级php开发工程师,厦门市湖里区,9k-14k,1-3年,本科,中远方舟,软件开发不需要融资,20-99人,软件服务｜咨询IT技术服务｜咨询,后端开发_PHP
初级PHP开发工程师,厦门市思明区,4k-8k,经验不限,大专,呱牛网络,"移动互联网,其他不需要融资",20-99人,工具类产品,后端开发_PHP
php开发工程师,厦门市禾山,15k-20k,3-5年,本科,牧鱼科技,软件服务｜咨询未融资,20-99人,软件服务｜咨询区块链,后端开发_PHP
php开发工程师,厦门市集美区,8k-13k,3-5年,大专,知鱼未来,教育未融资,0-20人,电商平台saaslaravel,后端开发_PHP
php开发工程师,厦门市软件园,15k-25k,1-3年,本科,美图公司,"工具类产品,智能硬件上市公司",1000-9999人,Golang服务端,后端开发_PHP
PHP开发工程师,厦门市前埔医院,5k-7k,经验不限,本科,厦门市云客网络科技有限公司,"移动互联网,电商天使轮",20-99人,年终分红绩效奖金股票期权专项奖金,后端开发_PHP
php高级开发工程师,厦门市思明区,8k-13k,1-3年,大专,一站式节能服务B2B门户,"电商,企业服务未融资",20-99人,物联网能源｜矿产｜环保后端全栈MySQL,后端开发_PHP
php开发工程师,厦门市湖里区,6k-11k,1-3年,本科,厦门亿加,移动互联网未融资,20-99人,专项奖金年终分红绩效奖金,后端开发_PHP
php开发工程师,厦门市集美区,4k-8k,经验不限,大专,赛博再格,移动互联网未融资,0-20人,年底双薪带薪年假扁平管理领导好,后端开发_PHP
php后端,厦门市思明区,4k-7k,1-3年,大专,游动网络,游戏不需要融资,100-499人,平台,后端开发_PHP
高级php开发工程师,厦门市思明区,16k-30k,5-10年,本科,向日葵品牌管理,"电商平台,消费生活,新零售不需要融资",20-99人,电商平台,后端开发_PHP
python开发工程师,厦门市思明区,11k-17k,3-5年,本科,京北方,IT技术服务｜咨询上市公司,1000-9999人,elasticsearch,后端开发_Python
python开发工程师,厦门市湖里区,13k-16k,经验不限,本科,微创软件,IT技术服务｜咨询不需要融资,1000-9999人,人工智能服务智能硬件,后端开发_Python
厦门python高级开发工程师,厦门市湖里区,15k-30k,3-5年,本科,达观数据,"人工智能服务,数据服务｜咨询C轮",1000-9999人,人工智能服务软件服务｜咨询,后端开发_Python
python开发工程师,厦门市思明区,18k-36k,5-10年,本科,创普云,"软件服务｜咨询,IT技术服务｜咨询未融资",20-99人,软件服务｜咨询云平台,后端开发_Python
python服务端开发,厦门市滨海,15k-18k,1-3年,本科,诗迈医药,专业服务｜咨询不需要融资,100-499人,软件服务｜咨询在线医疗,后端开发_Python
Python开发工程师,厦门市思明区,8k-12k,1-3年,本科,太仪自动化,"数据服务,软件开发不需要融资",20-99人,IT技术服务｜咨询MySQL后端架构师,后端开发_Python
python开发工程师,厦门市思明区,9k-15k,3-5年,本科,厦门云译,移动互联网未融资,20-99人,人工智能服务,后端开发_Python
python测试开发工程师,厦门市思明区,10k-20k,3-5年,本科,厦门科拓通讯技术股份有限公司,智能硬件不需要融资,1000-9999人,数据服务｜咨询IT技术服务｜咨询,后端开发_Python
python开发工程师,厦门市思明区,10k-18k,3-5年,本科,摩尔脉能,区块链未融资,20-99人,带薪年假定期体检专项奖金绩效奖金,后端开发_Python
python开发工程师,厦门市思明区,11k-22k,1-3年,本科,创世云,"移动互联网,企业服务未融资",20-99人,云计算openstack,后端开发_Python
高级python爬虫工程师,厦门市思明区,13k-18k,3-5年,本科,中合智圆,分类信息未融资,20-99人,数据服务｜咨询人工智能服务,后端开发_Python
python开发工程师,厦门市湖里区,9k-12k,1-3年,本科,财务,移动互联网未融资,0-20人,金融,后端开发_Python
高级python爬虫工程师,厦门市无,13k-18k,3-5年,本科,中合智圆,分类信息未融资,20-99人,人工智能服务数据服务｜咨询,后端开发_Python
Python开发工程师,厦门市思明区,9k-15k,1-3年,大专,创世云,"移动互联网,企业服务未融资",20-99人,年底双薪股票期权带薪年假定期体检,后端开发_Python
python插件开发工程师（面向应届生）,厦门市集美区,4k-6k,经验不限,本科,新诺航科,"数据服务,其他上市公司",100-499人,C++C#数据结构,后端开发_Python
Python软件工程师,厦门市湖里区,6k-10k,1-3年,本科,外贸牛,"电商,移动互联网未融资",20-99人,MySQLpython爬虫,后端开发_Python
unity3d开发工程师,厦门市思明区,15k-25k,3-5年,本科,新奥特视频,"新媒体,软件服务｜咨询上市公司",1000-9999人,软件服务｜咨询文化传媒,移动开发_U3D
U3D客户端开发工程师（游戏）,厦门市湖里区,15k-30k,3-5年,本科,大道同行,游戏不需要融资,20-99人,弹性工作领导好五险一金,移动开发_U3D
unity开发工程师,厦门市思明区,15k-30k,3-5年,本科,咪咕,"音频｜视频媒体,短视频,影视｜动漫不需要融资",1000-9999人,U3D,移动开发_U3D
U3D开发工程师（TA向）,厦门市思明区,20k-33k,3-5年,本科,极致游戏,游戏上市公司,100-499人,游戏,移动开发_U3D
资深游戏客户端开发（U3D等）,厦门市湖里区,12k-20k,3-5年,本科,勇仕,游戏上市公司,100-499人,前端开发Unity3dCOCOS2D-XC/C++,移动开发_U3D
u3d客户端,厦门市思明区,10k-15k,1-3年,大专,家乡互动,"移动互联网,游戏不需要融资",100-499人,游戏前端开发,移动开发_U3D
u3d客户端开发工程师,厦门市思明区,30k-50k,5-10年,学历不限,微游互娱,游戏不需要融资,20-99人,游戏移动端Unity3d,移动开发_U3D
U3D客户端程序员,厦门市滨海,10k-20k,1-3年,本科,昊铭网络,游戏未融资,20-99人,Unity3d游戏开发客户端开发,移动开发_U3D
u3d客户端开发工程师,厦门市思明区,20k-40k,3-5年,大专,飞鱼科技,游戏上市公司,100-499人,游戏,移动开发_U3D
unity开发工程师,厦门市湖里区,8k-13k,1-3年,大专,宇宙罐SpaceCan,"游戏,软件服务｜咨询,IT技术服务｜咨询未融资",0-20人,游戏,移动开发_U3D
高级软件开发工程师U3D,厦门市思明区,25k-40k,5-10年,本科,网龙网络有限公司,游戏上市公司,1000-9999人,游戏在线教育,移动开发_U3D
unity3d主程,厦门市思明区,12k-20k,1-3年,本科,海创世纪,游戏A轮,20-99人,游戏,移动开发_U3D
u3d开发工程师,厦门市湖里区,15k-20k,3-5年,本科,高阳飞动,移动互联网上市公司,20-99人,人工智能服务,移动开发_U3D
unity开发工程师,厦门市翔安区,15k-25k,1-3年,本科,新奥特视频,"新媒体,软件服务｜咨询上市公司",1000-9999人,影视｜动漫内容社区VRSocket技术C/C++,移动开发_U3D
u3d客户端开发工程师（有性能优化经验优先）,厦门市湖里区,25k-50k,3-5年,本科,大道同行,游戏不需要融资,20-99人,游戏Unity3dC/C++,移动开发_U3D
U3D开发工程师,厦门市软件园,16k-32k,3-5年,本科,极致游戏,游戏上市公司,100-499人,游戏Unity3d前端开发,移动开发_U3D
u3d主程,厦门市思明区,25k-45k,5-10年,大专,家乡互动,"移动互联网,游戏不需要融资",100-499人,游戏Unity3d,移动开发_U3D
unity3d游戏开发工程师,厦门市思明区,10k-15k,1-3年,本科,星予网络,游戏天使轮,0-20人,C#LuaU3D,移动开发_U3D
3D游戏开发,厦门市湖里区,8k-16k,经验不限,大专,厦门仙侠,"移动互联网,游戏未融资",20-99人,HTML5Unity3dJavascript,移动开发_U3D
unity3d开发工程师,厦门市集美区,10k-20k,经验不限,本科,厦门筋斗腾云科技有限公司,VR丨AR未融资,20-99人,VR,移动开发_U3D
Unity 3d / U3D程序,厦门市思明区,7k-12k,1-3年,本科,HenWenStudio,游戏不需要融资,0-20人,移动端AndroidiOSU3D开发游戏开发,移动开发_U3D
U3D客户端开发,厦门市莲前,8k-15k,1-3年,本科,青瓷,游戏未融资,100-499人,游戏,移动开发_U3D
unity开发工程师,厦门市莲花,10k-15k,1-3年,学历不限,力控元海,"移动互联网,硬件不需要融资",20-99人,物联网Unity3d,移动开发_U3D
游戏开发工程师,厦门市思明区,12k-20k,3-5年,大专,多想互动,"广告营销,文娱丨内容上市公司",20-99人,休闲｜娱乐,移动开发_U3D
u3d特效设计师,厦门市湖里区,15k-28k,1-3年,大专,大道同行,游戏不需要融资,20-99人,游戏手绘Unity,移动开发_U3D
cocos游戏开发工程师,厦门市思明区,8k-15k,1-3年,大专,风领科技,"游戏,软件开发不需要融资",20-99人,CocosCreatorCocos2D-JSCocos2D-X,移动开发_U3D
ue4开发工程师,厦门市思明区,15k-30k,3-5年,本科,咪咕,"音频｜视频媒体,短视频,影视｜动漫不需要融资",1000-9999人,定期体检带薪年假绩效奖金专项奖金,移动开发_UE4
UE4特效设计师,厦门市软件园,11k-22k,3-5年,大专,极致游戏,游戏上市公司,100-499人,游戏3D,移动开发_UE4
UE4技术负责人,厦门市思明区,40k-70k,5-10年,本科,飞鱼科技,游戏上市公司,100-499人,游戏开发,移动开发_UE4
ue4开发工程师,厦门市海沧区,6k-12k,1-3年,大专,叁书云,"人工智能服务,软件服务｜咨询,IT技术服务｜咨询天使轮",20-99人,Unity3dVRAndroid移动端,移动开发_UE4
UE4主程,厦门市思明区,30k-60k,3-5年,本科,卡斯达企业管理顾问,专业服务｜咨询未融资,1000-9999人,游戏,移动开发_UE4
图形渲染工程师（UE4）,厦门市湖里区,25k-50k,5-10年,大专,伯智人力资源管理,"服务业,专业服务｜咨询未融资",20-99人,游戏IT技术服务｜咨询,移动开发_UE4
UE4客户端主程,厦门市鹭江,30k-50k,3-5年,本科,卡斯达企业管理顾问,专业服务｜咨询未融资,1000-9999人,UE4、Unity3DFPS、MOBA,移动开发_UE4
前端开发,厦门市思明区,10k-20k,1-3年,本科,深度赋智,"软件服务｜咨询,人工智能服务天使轮",20-99人,人工智能服务,前端开发_web前端
前端开发／高级工程师（厦门）,厦门市鹭江,20k-35k,3-5年,本科,微财数科,科技金融未融资,1000-9999人,科技金融Web前端VueNode.js,前端开发_web前端
前端开发,厦门市禾山,12k-20k,5-10年,本科,得道体育,数据服务｜咨询、专业服务｜咨询未融资,20-99人,数据服务｜咨询,前端开发_web前端
WEB前端开发,厦门市湖里区,10k-15k,3-5年,本科,勇仕,游戏上市公司,100-499人,游戏,前端开发_web前端
前端开发组长,厦门市海沧区,15k-25k,5-10年,本科,企企通,"企业服务,移动互联网C轮",1000-9999人,不限,前端开发_web前端
web前端高级开发工程师,厦门市湖里区,17k-22k,5-10年,本科,新时颖,电商不需要融资,100-499人,电商平台物流平台,前端开发_web前端
前端开发,厦门市思明区,12k-24k,1-3年,本科,创普云,"软件服务｜咨询,IT技术服务｜咨询未融资",20-99人,IT技术服务｜咨询,前端开发_web前端
前端开发（厦门）,厦门市禾山,10k-20k,1-3年,本科,科锐国际人力资源,工具类产品上市公司,1000-9999人,React nativeReact,前端开发_web前端
前端web开发工程师（厦门）,厦门市湖里区,8k-16k,1-3年,本科,亚信,"软件服务｜咨询,IT技术服务｜咨询上市公司",1000-9999人,软件服务｜咨询IT技术服务｜咨询HTML5Web前端,前端开发_web前端
web前端开发,厦门市思明区,5k-10k,1-3年,大专,久凌创新,"移动互联网,游戏天使轮",20-99人,软件服务｜咨询,前端开发_web前端
前端开发,厦门市湖里区,9k-12k,1-3年,本科,美工铺子,电商平台不需要融资,20-99人,电商平台,前端开发_web前端
前端开发,厦门市湖里区,10k-12k,3-5年,大专,嘉驰英才,"工具类产品,专业服务｜咨询A轮",1000-9999人,移动端Web前端,前端开发_web前端
前端WEB开发工程师,厦门市集美区,8k-16k,3-5年,本科,小海马,"IT技术服务｜咨询,营销服务｜咨询,新零售不需要融资",20-99人,软件服务｜咨询,前端开发_web前端
前端开发,厦门市思明区,8k-12k,1-3年,大专,态游趣,移动互联网不需要融资,20-99人,游戏Web前端,前端开发_web前端
前端开发,厦门市思明区,6k-10k,1-3年,大专,百盛伟业,专业服务｜咨询未融资,100-499人,新零售,前端开发_web前端
web前端,厦门市湖里区,8k-12k,3-5年,学历不限,嘉驰英才,"工具类产品,专业服务｜咨询A轮",1000-9999人,医疗｜保健｜美容在线医疗Node.jsHTML5,前端开发_web前端
web前端,厦门市湖里区,7k-14k,1-3年,大专,厦门脉搏,"移动互联网,企业服务未融资",20-99人,软件服务｜咨询营销服务｜咨询Javascriptuniapp商城体系,前端开发_web前端
H5前端web工程师,厦门市集美区,10k-20k,3-5年,本科,厦门四信,"移动互联网,硬件不需要融资",100-499人,物联网网络通信Vue前端开发Web前端,前端开发_web前端
前端开发,厦门市思明区,6k-9k,1-3年,大专,美怡莱,电商未融资,20-99人,工具类产品Web前端Vue,前端开发_web前端
人工智能平台研发工程师,厦门市思明区,20k-40k,5-10年,本科,建信金科,科技金融不需要融资,1000-9999人,互联网金融银行机器学习深度学习算法,人工智能_人工智能
人工智能资深算法工程师,厦门市思明区,30k-50k,10年以上,本科,建信金科,科技金融不需要融资,1000-9999人,互联网金融银行机器学习深度学习,人工智能_人工智能
人工智能结构化数据算法工程师,厦门市思明区,20k-40k,5-10年,本科,建信金科,科技金融不需要融资,1000-9999人,互联网金融银行机器学习深度学习,人工智能_人工智能
人工智能应用岗,厦门市思明区,25k-50k,3-5年,本科,建信金科,科技金融不需要融资,1000-9999人,绩效奖金带薪年假交通补助通讯津贴,人工智能_人工智能
人工智能自然语言处理算法工程师,厦门市思明区,20k-40k,5-10年,本科,建信金科,科技金融不需要融资,1000-9999人,互联网金融银行机器学习深度学习,人工智能_人工智能
AI人工智能事业部总监,厦门市湖里区,15k-25k,5-10年,大专,树德信用管理,"专业服务｜咨询,人工智能服务,数据服务｜咨询未融资",20-99人,人工智能服务专业服务｜咨询战略管理目标管理决策能力,人工智能_人工智能
测试工程师,厦门市思明区,6k-12k,1-3年,本科,PaaSoo 无限云科技,网络通信不需要融资,20-99人,网络通信软件服务｜咨询,测试_功能测试
